StudentNumber,Gender,GradeLevel,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,RiskRating
4082,Female,9,5,4,5,2,4,6,4,4,6,6,3,5,3,4,4,5,5,3,4,5,6,5,3,3,5,4,6,4,Low
4083,Male,9,6,6,4,4,1,6,5,5,4,6,4,3,6,4,4,4,6,6,5,7,5,2,6,2,6,3,5,6,Low
4084,Female,9,6,3,5,4,3,5,2,5,4,4,3,2,3,3,4,6,5,3,3,6,3,4,6,4,6,2,2,4,Low
4085,Female,9,4,5,5,4,4,2,5,4,5,6,3,2,4,5,3,4,5,5,4,5,2,4,6,6,4,1,5,7,Low
4086,Female,9,7,6,4,6,4,5,4,6,5,6,5,3,7,6,6,4,6,3,3,7,4,7,4,4,4,4,5,5,Low
4087,Male,9,4,5,4,3,4,4,7,4,4,3,5,4,5,6,5,4,5,5,3,2,7,6,5,6,6,5,5,4,Low
4088,Male,9,6,4,6,7,3,6,5,7,4,4,5,4,3,5,5,3,3,5,5,7,5,7,4,4,5,3,4,6,Low
4089,Male,9,2,6,6,6,4,3,4,6,3,3,2,6,6,2,4,2,2,4,6,4,6,6,2,7,2,6,2,2,High
4090,Female,9,2,4,5,6,3,5,5,1,5,5,6,5,4,4,4,5,5,5,6,3,6,7,5,6,5,6,3,3,Medium
4091,Female,9,5,4,3,5,2,7,3,6,5,6,4,6,6,7,4,5,6,5,5,4,5,5,4,5,4,5,2,6,Low
4092,Female,9,4,4,5,4,5,4,5,5,5,5,3,5,3,5,5,5,6,5,5,5,5,7,4,5,4,4,3,5,Medium
4093,Male,9,7,2,3,5,2,1,3,6,5,6,5,2,5,6,5,5,5,5,4,7,6,4,4,7,4,3,4,5,Low
4094,Male,9,6,6,7,6,4,5,4,4,7,7,5,2,5,3,5,5,7,5,6,5,4,6,5,6,4,4,5,5,Low
4095,Male,9,6,4,5,5,4,2,5,5,6,6,6,2,4,4,6,7,7,5,4,6,4,6,5,5,2,3,4,5,Low
4096,Female,9,4,5,4,4,5,4,4,6,6,6,4,4,5,3,6,5,5,5,3,4,3,5,5,5,6,3,5,6,Low
4097,Female,9,3,5,5,4,4,5,5,5,7,5,5,3,6,3,6,3,6,5,3,3,5,6,5,6,4,3,4,4,Low
4098,Female,9,6,7,7,6,6,7,4,5,7,7,6,6,7,5,7,6,7,5,4,5,6,7,6,5,7,5,4,6,Low
4099,Female,9,6,5,6,5,3,5,5,7,7,4,5,4,5,5,6,5,6,6,3,6,4,5,4,5,7,3,5,4,Low
4100,Female,9,6,4,6,4,3,3,4,6,6,5,3,4,5,4,6,6,6,4,5,6,7,7,7,6,4,5,4,7,Low
4101,Male,9,7,7,7,7,5,7,5,5,7,7,7,7,7,6,7,1,7,7,3,7,7,6,4,6,6,5,6,7,Low
4102,Female,9,4,6,7,6,3,6,4,6,4,3,5,3,3,6,5,4,5,4,4,3,3,7,3,5,3,7,6,5,Medium
4103,Male,9,5,5,7,3,4,5,3,7,5,3,4,4,5,6,6,6,5,7,4,6,5,6,4,7,3,3,4,6,Low
4104,Male,9,6,7,6,6,4,7,5,6,7,6,6,5,6,6,6,4,7,6,2,5,7,7,4,6,6,5,4,5,Low
4105,Male,9,4,4,2,5,3,3,4,6,6,4,5,7,4,5,2,3,6,3,7,6,5,7,6,4,7,3,3,6,Medium
4106,Male,9,5,6,5,4,6,7,2,7,5,6,2,5,2,3,7,5,7,3,3,3,5,5,4,6,4,4,6,4,High
4107,Male,9,5,4,4,6,4,3,2,5,7,6,5,3,6,5,7,7,6,4,4,5,4,6,5,4,3,6,5,5,Low
4108,Male,9,6,5,4,6,4,3,3,4,5,6,7,6,4,5,5,7,5,4,1,2,6,7,5,5,5,4,4,4,Low
4109,Female,9,7,4,5,6,6,4,4,6,5,4,7,4,4,4,5,6,6,5,1,6,6,7,7,5,6,3,4,4,Low
4110,Female,9,5,6,4,5,3,7,1,5,7,5,6,2,4,7,5,6,6,5,2,6,6,7,7,4,5,3,5,5,Low
4111,Male,9,5,6,5,5,3,7,5,5,7,5,3,7,6,6,7,4,6,6,6,6,6,4,6,6,6,6,4,5,Medium
4112,Male,9,4,4,4,4,4,2,4,2,4,2,6,2,6,6,2,6,2,2,6,2,4,6,2,2,6,4,2,2,High
4113,Female,9,5,6,6,5,7,6,5,5,4,5,6,4,6,6,6,4,4,5,2,6,4,6,5,6,7,4,7,7,Low
4114,Female,9,5,4,4,5,4,5,5,6,6,4,7,6,5,5,7,7,6,3,6,6,6,7,5,7,4,5,7,5,Low
4115,Male,9,7,4,7,2,6,4,4,6,4,6,3,3,4,5,6,4,7,4,4,4,6,7,4,5,6,4,4,6,Medium
4116,Male,9,2,2,6,3,1,6,2,5,4,5,5,1,4,7,6,5,5,6,3,5,2,3,3,3,3,3,5,4,Low
4117,Female,9,6,7,7,4,4,4,5,7,7,7,6,5,6,7,5,3,5,7,5,7,5,4,2,6,7,3,4,4,Low
4118,Male,9,6,6,7,4,7,7,4,4,5,4,7,4,5,6,5,4,7,3,5,6,7,7,4,7,6,6,4,5,Medium
4119,Male,9,4,4,6,3,5,5,4,6,5,5,5,6,6,5,6,5,5,2,3,5,6,6,5,5,5,5,4,7,Low
4120,Female,9,7,6,7,7,4,7,3,6,7,5,7,4,7,7,7,7,7,4,4,6,6,6,7,7,6,3,4,3,Low
4121,Male,9,6,5,7,5,7,6,7,7,7,7,7,7,7,7,7,6,6,6,6,7,5,2,6,6,7,7,7,7,High
4122,Female,9,5,2,4,3,2,6,3,5,4,5,5,4,5,3,4,4,5,6,4,7,2,6,5,7,2,4,5,5,Low
4123,Female,9,5,5,6,4,4,1,4,6,5,4,5,4,6,7,4,7,5,4,1,5,5,6,5,5,6,6,4,1,Low
4124,Male,9,4,6,5,6,4,7,4,5,7,5,7,4,5,6,4,6,6,4,2,6,4,5,4,6,6,4,4,6,Low
4125,Female,9,4,5,5,5,2,4,6,7,4,6,3,4,4,5,7,5,7,5,4,4,5,6,4,6,3,6,6,3,Low
4126,Female,9,5,6,7,6,5,5,3,5,7,6,4,6,6,4,5,4,5,4,4,3,3,7,6,6,4,2,6,2,Low
4127,Female,10,5,5,5,5,3,6,3,6,6,5,7,3,7,4,4,5,5,5,7,4,5,5,7,5,7,5,6,5,Low
4128,Female,10,5,3,5,2,1,4,1,4,2,5,3,1,4,4,7,4,4,5,2,4,5,3,6,4,5,1,3,3,Low
4129,Male,10,6,5,5,4,4,3,4,5,6,6,6,4,6,5,6,5,7,3,4,5,5,5,3,6,6,5,4,6,Low
4130,Male,10,5,5,4,6,4,6,5,6,5,5,3,4,5,5,6,5,5,3,5,7,6,5,4,4,3,4,4,5,Low
4131,Female,10,7,5,5,6,5,4,5,6,5,7,3,5,6,3,4,5,6,5,5,6,6,7,7,6,6,6,6,4,Medium
4132,Male,10,4,5,3,5,3,6,5,7,7,6,3,3,5,4,6,3,5,4,4,2,5,6,4,4,5,2,7,5,Low
4133,Female,10,7,4,6,4,4,4,4,5,4,6,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,6,7,3,Medium
4134,Male,10,4,5,4,5,3,4,3,4,3,7,3,3,4,4,4,2,2,6,1,7,5,5,3,3,4,6,6,3,Low
4135,Female,10,5,4,5,4,3,5,2,5,5,6,5,1,6,7,2,6,4,5,4,1,4,7,5,6,5,2,6,5,Low
4136,Male,10,6,4,6,5,6,7,2,6,5,6,6,4,4,5,7,7,5,5,5,5,4,5,7,5,7,5,5,4,Medium
4137,Male,10,5,7,5,6,6,7,6,6,7,5,4,4,6,6,6,6,6,6,4,5,7,3,5,7,5,1,7,6,Low
4138,Female,10,5,7,5,3,3,6,6,6,7,3,5,4,5,7,7,5,4,6,4,4,5,5,5,6,4,3,7,4,Low
4139,Female,10,6,6,6,4,7,6,5,7,7,7,4,4,4,6,6,5,2,6,7,5,2,6,3,6,5,4,7,6,Medium
4140,Male,10,6,6,5,7,6,4,3,3,6,3,5,4,7,5,6,7,6,5,3,6,5,7,1,7,5,7,5,6,Low
4141,Female,10,5,7,7,6,5,6,7,6,7,7,5,6,5,6,7,7,7,6,7,7,7,7,5,6,7,6,7,7,Low
4142,Male,10,4,5,7,3,6,6,4,6,2,5,2,6,3,5,5,2,6,7,4,6,5,7,6,7,7,5,5,5,High
4143,Male,10,7,6,6,5,5,7,6,5,5,6,7,4,4,5,6,6,5,4,6,5,4,7,6,5,5,4,6,3,Medium
4144,Male,10,7,5,5,4,6,5,5,6,4,6,5,3,3,7,7,6,5,5,2,4,6,2,4,7,6,3,5,5,Low
4145,Male,10,5,5,3,5,4,5,3,6,3,6,4,3,5,5,4,4,5,3,5,6,4,4,4,4,6,4,5,3,Low
4146,Female,10,6,6,6,4,3,4,6,7,7,5,5,4,3,4,6,5,6,6,4,5,5,3,4,6,5,6,5,4,Low
4147,Male,10,6,6,5,4,2,7,3,6,6,5,5,6,4,6,3,6,6,4,5,6,2,7,5,4,5,3,5,4,Low
4148,Female,10,5,4,6,5,4,4,4,4,4,5,2,5,6,6,2,5,7,5,6,7,7,5,5,6,5,4,1,3,Medium
4149,Female,10,7,4,5,5,5,4,5,3,5,5,6,3,5,3,5,4,5,7,5,6,7,7,4,6,6,4,7,6,Low
4150,Male,10,5,5,4,6,5,3,6,5,4,6,4,4,6,5,5,5,6,4,3,4,5,7,4,4,5,4,3,4,Low
4151,Male,10,4,5,6,5,3,4,1,6,6,5,4,3,4,4,5,4,5,4,4,7,6,4,5,5,7,4,4,3,Low
4152,Female,10,6,5,7,6,5,6,6,7,7,6,7,5,7,6,5,5,6,6,6,6,7,7,7,6,6,6,7,7,Low
4153,Female,10,7,6,7,4,5,7,5,4,7,7,6,5,6,5,7,6,6,6,5,7,6,5,7,7,7,5,4,5,Low
4154,Male,10,6,5,7,5,4,3,5,5,5,5,6,3,4,6,7,6,4,7,4,6,5,3,5,3,6,6,5,6,Low
4155,Male,10,4,5,5,3,4,6,6,6,5,5,3,4,5,4,5,3,7,6,5,5,4,7,5,5,5,4,7,6,Low
4156,Female,10,4,4,4,4,4,4,4,4,4,7,4,3,4,4,3,4,5,4,4,4,7,4,5,4,4,4,4,4,Low
4157,Female,10,5,6,6,4,5,6,6,4,4,5,6,3,7,6,5,3,5,5,5,4,4,4,4,6,6,5,3,4,Medium
4158,Female,10,4,7,4,2,5,6,5,5,4,7,4,5,5,4,6,5,4,5,2,7,5,6,4,3,5,4,5,4,Low
4159,Female,10,6,6,4,4,6,7,2,2,3,2,6,4,2,6,6,6,2,2,4,2,6,4,2,6,6,2,6,2,Low
4160,Female,10,6,5,6,7,3,4,4,7,3,4,7,2,6,5,6,4,6,5,4,7,5,2,4,7,6,6,5,6,Low
4161,Female,10,6,4,6,6,2,5,4,7,4,6,5,4,6,4,7,5,6,5,2,4,6,7,6,5,3,6,6,5,Low
4162,Male,10,7,3,4,6,3,7,2,5,4,5,4,5,6,3,6,6,6,6,5,5,4,4,5,4,5,4,6,4,Low
4163,Female,10,6,6,2,4,2,5,4,6,7,4,4,4,6,2,4,4,4,2,4,4,2,6,2,6,2,6,2,2,Low
4164,Female,10,7,5,5,5,3,5,3,7,4,7,6,7,7,5,6,4,6,4,3,6,3,6,5,6,7,6,6,3,Low
4165,Female,10,4,4,6,4,1,4,2,6,5,4,2,3,4,4,6,3,6,3,5,3,4,4,5,6,4,3,5,3,Low
4166,Male,10,5,7,6,7,7,6,1,7,7,5,4,5,5,4,7,4,4,6,3,5,4,7,6,7,6,7,4,6,Low
4167,Female,10,5,3,7,6,3,3,4,4,4,5,5,3,2,5,5,4,4,5,1,3,4,5,5,4,5,4,5,5,Low
4168,Female,10,5,5,6,7,6,5,3,5,5,5,5,3,4,5,5,6,7,2,2,6,6,5,5,6,5,2,3,4,Low
4169,Male,10,3,4,7,5,3,6,4,6,4,4,6,6,5,6,5,5,4,4,4,6,5,7,4,4,2,5,5,4,Low
4170,Female,10,6,4,6,2,4,4,4,5,3,2,5,3,6,4,5,3,5,5,5,4,6,7,3,7,4,4,5,4,Low
4171,Male,10,6,4,5,4,4,5,5,7,4,5,7,7,4,6,3,4,6,5,5,5,4,7,4,7,4,1,7,4,Low
4172,Male,10,5,7,5,4,3,7,2,6,7,6,4,7,4,7,7,4,6,7,4,4,4,5,7,5,4,5,5,4,Low
4173,Male,10,7,4,7,6,5,3,4,6,5,5,3,3,5,6,6,4,7,5,3,7,4,4,7,5,4,4,6,5,Low
4174,Male,10,6,4,4,3,6,6,2,6,5,4,7,5,4,6,6,6,5,3,5,5,5,4,6,7,7,4,7,3,Medium
4175,Female,10,6,5,2,5,3,6,5,6,5,3,5,1,2,7,7,4,6,7,6,5,6,4,5,5,6,6,5,6,Low
4176,Male,10,6,5,5,4,2,5,3,4,6,5,5,5,5,5,6,4,6,6,3,7,4,5,4,4,6,4,6,5,Low
4177,Female,10,6,5,7,5,3,5,7,5,6,6,5,3,5,7,6,4,7,5,5,5,7,7,5,5,5,5,5,6,Low
4178,Male,10,5,5,5,4,5,5,5,7,6,5,5,4,5,4,7,6,6,5,4,5,5,5,6,6,6,7,5,5,Medium
4179,Male,10,4,2,6,3,4,6,4,4,4,5,4,3,6,3,4,3,4,3,4,2,4,5,3,6,4,4,4,4,Medium
4180,Female,10,5,3,6,3,4,3,3,7,3,6,7,3,5,5,6,7,7,5,3,5,4,7,6,5,5,6,4,6,Low
4181,Female,10,6,5,7,4,4,6,5,4,7,7,4,5,7,4,7,6,5,5,2,5,7,6,5,6,7,6,4,3,Low
4182,Female,10,4,4,6,5,2,3,1,3,4,6,3,4,5,6,6,5,7,5,4,7,2,5,4,5,5,4,6,4,Low
4183,Female,10,7,5,3,3,7,6,3,6,6,5,5,5,7,6,5,3,5,5,5,5,6,7,7,5,3,4,4,5,Medium
4184,Male,10,7,4,6,5,5,6,7,7,5,7,7,6,5,7,7,4,5,5,4,5,7,6,4,7,3,5,6,7,Low
4185,Female,10,5,6,7,7,3,7,7,7,4,2,5,5,6,7,5,6,7,7,4,2,5,5,4,6,5,4,5,5,Low
4186,Male,10,4,5,6,1,4,4,5,5,7,5,3,7,6,5,6,4,5,5,5,3,6,7,3,6,6,6,7,6,High
4187,Female,10,4,4,6,6,4,6,6,4,2,4,2,2,2,2,4,6,2,6,6,6,4,6,2,2,2,4,2,2,Medium
4188,Male,10,5,4,5,5,4,5,1,7,5,5,5,4,5,4,3,6,2,7,2,2,7,7,6,5,5,4,3,7,Low
4189,Male,10,5,4,3,4,3,3,3,4,4,6,2,4,2,3,4,4,4,4,2,5,4,3,6,5,4,4,5,1,Low
4190,Male,10,6,5,5,6,5,6,5,6,4,6,3,7,5,6,7,4,3,6,6,4,6,2,5,7,4,2,5,5,Medium
4191,Female,10,6,5,3,6,5,5,4,7,5,7,6,3,5,7,4,7,5,4,4,5,6,6,6,5,4,3,5,6,Low
4192,Male,10,5,5,6,4,4,4,6,4,5,4,4,3,3,7,6,5,6,3,3,3,3,4,6,6,5,6,4,5,Medium
4193,Female,10,6,4,1,6,2,5,4,4,5,5,5,3,1,6,6,3,6,5,5,3,6,4,6,7,3,7,6,4,Low
4194,Male,10,6,4,5,7,4,7,5,6,6,6,4,5,3,6,7,4,6,4,5,5,3,5,5,5,6,5,6,4,Medium
4195,Male,10,7,5,5,7,7,6,4,6,4,7,5,4,4,5,7,5,7,2,7,6,4,5,5,5,4,3,5,6,Medium
4196,Male,10,6,5,6,3,5,7,3,5,5,6,3,2,6,5,6,5,6,4,4,1,5,5,6,7,7,5,5,5,Low
4197,Male,10,6,4,7,3,4,5,3,4,6,3,3,6,6,5,6,4,7,5,2,5,4,3,5,5,5,5,5,5,Low
4198,Female,10,6,7,5,5,4,7,3,6,5,7,2,2,4,5,5,4,6,5,5,2,4,5,3,6,6,7,7,3,Low
4199,Female,10,4,5,7,4,5,5,3,5,7,6,4,3,6,5,7,4,5,4,4,2,6,4,6,7,5,6,6,5,Low
4200,Male,10,6,4,6,5,4,6,5,5,5,4,6,2,6,5,7,4,6,4,6,5,3,6,6,6,5,5,7,7,Low
4201,Male,10,6,4,5,6,2,6,5,6,3,7,5,4,5,6,7,4,5,5,3,6,4,6,7,6,6,5,4,6,Low
4202,Female,10,4,3,6,5,1,3,5,5,7,4,4,5,5,7,3,4,5,5,4,7,5,4,4,4,5,5,5,5,Low
4203,Female,10,5,5,6,5,3,5,5,5,5,7,6,5,5,7,7,4,6,4,5,7,3,7,7,6,5,5,6,6,Low
4204,Female,10,5,5,4,4,4,6,3,5,5,4,5,5,6,5,4,5,5,7,2,4,6,5,5,6,5,5,5,5,Low
4205,Male,10,5,7,3,5,4,6,6,6,6,7,5,5,5,6,4,5,6,4,6,5,6,6,6,4,5,3,3,5,Low
4206,Female,10,5,5,4,4,5,5,3,4,3,6,5,6,4,4,7,5,7,5,3,5,4,7,3,7,6,2,6,6,Medium
4207,Female,10,7,4,3,5,7,3,1,4,4,6,6,2,4,4,7,4,7,6,6,3,4,4,5,4,5,5,4,6,Low
4208,Male,10,5,6,6,6,5,5,6,6,4,6,4,4,5,6,7,6,7,4,5,7,4,7,5,7,2,4,3,4,Low
4209,Female,10,5,5,7,6,5,5,5,6,5,7,7,3,3,7,7,6,7,7,6,5,4,5,7,5,6,7,7,6,Low
4210,Female,10,5,5,6,6,4,7,5,6,4,4,4,7,4,5,7,6,6,6,5,7,6,6,6,7,6,5,6,6,Low
4211,Female,10,5,4,5,2,1,4,4,6,5,7,3,4,5,5,4,6,5,4,6,3,4,6,3,6,3,5,7,4,Medium
4212,Female,10,7,7,5,6,5,7,6,6,7,6,7,6,7,5,4,7,6,6,2,7,3,5,5,7,7,3,7,6,Low
4213,Male,10,6,5,4,4,3,5,4,1,3,4,6,2,4,6,4,6,4,6,4,3,6,6,3,3,4,3,5,4,Low
4214,Female,10,7,5,7,5,7,4,5,6,7,6,4,3,5,5,4,5,3,3,4,4,5,5,5,7,4,4,5,6,Low
4215,Male,10,7,5,7,4,3,6,4,7,5,4,4,6,3,7,6,6,6,6,3,5,6,6,5,5,4,4,4,3,Medium
4216,Female,10,6,6,6,6,5,6,5,6,7,6,7,3,5,7,5,5,7,7,5,6,7,7,7,6,4,5,4,6,Low
4217,Male,10,4,6,4,4,3,7,3,6,4,6,4,5,3,3,5,5,7,4,3,4,6,5,3,5,7,2,5,6,Low
4218,Male,10,5,6,6,4,2,6,3,4,4,6,5,4,5,5,6,6,7,4,2,3,6,3,5,5,5,2,2,7,Low
4219,Male,10,7,5,7,7,5,4,5,6,3,4,5,3,5,4,7,5,6,6,5,3,2,5,6,4,5,6,2,7,Medium
4220,Female,10,7,4,6,4,6,6,6,7,7,5,4,6,5,6,6,7,2,6,6,7,7,1,6,5,4,2,5,6,Low
4221,Male,10,4,5,6,6,3,3,5,6,5,7,3,5,6,3,7,2,5,5,6,2,5,6,5,5,4,4,2,4,High
4222,Female,10,2,4,6,2,2,6,6,4,4,4,6,6,2,4,2,6,2,6,4,6,2,4,6,6,6,6,4,2,Medium
4223,Male,10,6,3,7,6,4,7,2,3,3,7,5,3,5,6,6,4,2,4,3,5,4,3,7,6,6,3,5,2,Low
4224,Male,10,3,5,4,5,4,5,4,5,6,6,5,7,4,4,5,3,4,7,3,3,5,6,6,4,5,4,7,6,Low
4225,Female,10,5,7,7,5,6,7,5,7,7,7,7,6,7,5,2,7,7,6,7,7,5,7,3,7,6,7,6,5,High
4226,Male,10,6,6,4,5,5,7,3,6,4,5,5,4,5,4,6,5,5,3,2,5,5,2,6,7,4,6,6,4,Low
4227,Female,10,4,4,6,2,4,2,6,4,2,4,4,4,4,4,2,2,4,6,4,2,2,2,4,4,2,2,4,4,Medium
4228,Male,10,5,5,5,7,3,5,5,6,4,4,7,3,4,6,5,6,5,5,3,3,5,7,6,5,6,4,2,4,Low
4229,Female,10,7,5,6,6,4,7,3,7,4,5,7,5,4,4,6,6,4,6,5,5,5,6,6,3,3,2,6,3,Low
4230,Female,10,5,7,7,6,5,5,2,6,6,7,5,6,6,4,6,7,7,5,5,6,7,7,5,7,6,4,6,5,Low
4231,Female,10,6,5,7,6,4,7,4,4,5,7,6,4,5,5,3,4,6,5,5,4,5,7,7,5,6,6,4,6,Low
4232,Female,10,3,4,4,3,4,3,4,4,4,6,2,2,5,4,3,4,6,5,1,4,5,4,5,5,2,3,5,5,Low
4233,Female,10,6,5,5,5,1,4,4,7,5,7,6,4,6,7,5,2,6,6,3,6,7,7,7,6,7,3,4,6,Low
4234,Female,10,6,7,6,5,4,6,4,5,7,4,6,4,5,7,7,6,7,5,6,4,6,4,7,4,2,3,6,5,Low
4235,Male,10,5,7,5,6,7,4,3,6,6,7,5,6,5,4,6,4,5,6,4,4,5,7,5,6,3,5,5,5,Medium
4236,Female,10,2,4,6,4,2,5,4,4,5,7,4,2,3,3,5,6,7,4,5,6,5,6,5,6,5,3,4,5,Low
4237,Female,10,7,5,7,4,5,3,4,7,4,4,5,3,4,7,6,4,6,6,2,4,5,6,6,5,4,3,6,6,Low
4238,Female,10,6,5,4,4,5,6,5,5,5,5,3,4,3,5,5,5,5,5,2,6,5,6,5,5,3,1,6,3,Low
4239,Female,10,6,5,7,4,2,5,5,5,6,5,3,5,4,4,5,6,7,6,3,4,5,5,5,6,6,4,6,5,Low
4240,Female,10,7,4,6,5,5,4,7,5,6,5,5,4,5,4,6,5,6,4,3,4,7,5,3,5,5,3,5,7,Low
4241,Male,10,7,4,7,4,2,5,4,7,6,3,5,3,6,2,4,7,6,3,2,6,5,5,2,4,7,3,6,7,Low
4242,Male,10,5,5,5,5,5,5,5,7,5,6,2,2,5,5,6,4,6,7,3,4,5,4,6,7,4,5,5,5,Low
4243,Male,10,4,5,7,3,3,4,6,6,6,6,1,1,7,7,7,5,7,4,4,5,4,5,5,6,5,6,3,6,Low
4244,Female,10,6,7,1,7,6,7,4,5,4,6,5,3,5,7,7,7,6,5,2,6,6,7,5,5,5,6,4,4,Low
4245,Female,10,7,6,7,6,3,7,3,5,7,5,5,5,4,6,6,7,7,7,6,4,5,7,6,6,6,6,7,7,Low
4246,Female,10,6,6,7,7,3,4,4,7,7,6,6,4,5,1,5,5,5,7,2,5,5,6,3,6,6,2,5,4,Low
4247,Male,10,6,7,5,4,6,6,5,4,4,7,4,5,6,5,3,3,6,4,3,5,5,4,3,6,5,3,5,5,Low
4248,Female,10,2,3,4,3,5,4,3,7,2,5,4,5,4,6,7,5,2,5,6,5,5,5,5,5,5,4,4,4,Medium
4249,Male,10,4,5,7,4,6,6,4,7,3,4,5,7,4,5,6,6,4,6,2,4,1,5,5,4,5,4,5,4,Low
4250,Male,10,6,7,6,5,4,7,6,7,4,7,5,3,5,4,5,4,7,5,4,5,6,6,5,7,4,1,4,7,Low
4251,Female,10,5,3,5,6,6,6,3,6,6,7,6,7,7,5,4,7,7,7,4,6,5,5,4,4,3,4,4,6,Low
4252,Female,10,4,3,6,5,3,4,5,7,5,3,7,4,7,3,4,4,6,4,4,6,5,4,6,5,5,4,6,4,Low
4253,Female,10,7,4,6,4,4,4,3,4,5,4,5,2,6,4,4,6,4,4,4,4,3,7,5,4,3,4,4,4,Low
4254,Female,10,6,6,5,5,3,5,5,6,7,4,4,5,5,7,7,6,6,6,4,6,6,5,7,7,4,4,5,6,Low
4255,Male,10,5,5,4,5,4,5,3,7,4,7,6,3,3,3,7,5,5,4,3,6,6,7,4,5,4,2,5,6,Low
4256,Female,10,2,4,5,3,4,5,1,6,4,3,6,2,4,2,5,1,6,6,2,4,1,6,3,4,4,3,2,3,Low
4257,Male,10,7,6,7,5,4,5,5,5,2,6,6,3,4,6,6,6,6,6,3,5,4,5,4,5,4,4,7,3,Low
4258,Male,10,5,4,5,5,2,5,4,5,4,6,7,7,4,3,5,6,4,5,4,7,5,5,7,5,4,6,7,5,Low
4259,Female,10,6,6,7,7,3,7,5,4,7,5,7,3,7,7,7,6,7,5,4,7,6,5,7,4,5,3,6,6,Low
4260,Female,10,5,5,1,4,1,5,5,6,1,4,5,4,6,5,4,6,6,4,4,3,5,7,4,6,3,7,5,6,Low
4261,Male,10,4,2,6,3,6,5,2,5,4,5,6,3,3,4,6,3,5,3,3,6,6,4,2,4,4,4,4,5,Medium
4262,Male,10,6,3,6,6,4,4,3,6,5,4,2,4,4,5,6,6,5,2,5,6,5,6,3,6,4,5,6,6,Medium
4263,Male,10,7,4,6,3,4,4,2,5,6,5,5,2,7,6,4,3,5,5,6,3,4,6,5,5,7,4,4,4,Low
4264,Female,10,7,4,6,3,6,6,4,6,5,5,5,3,7,6,4,7,6,6,5,4,4,7,5,7,5,2,5,5,Low
4265,Male,10,2,5,6,6,4,4,2,4,4,6,4,4,5,3,4,5,6,2,3,4,7,6,5,4,7,4,3,2,Low
4266,Female,10,4,4,6,6,4,4,6,7,4,7,2,4,3,6,4,6,5,4,4,3,4,7,5,7,5,6,6,5,High
4267,Female,10,6,4,7,5,3,6,5,6,5,5,6,2,7,5,5,4,6,6,3,5,7,4,4,4,4,6,6,5,Low
4268,Female,10,5,6,6,7,7,7,4,6,4,7,3,5,3,6,6,6,5,6,4,4,5,4,7,5,5,6,6,4,Medium
4269,Male,10,5,5,7,6,4,5,5,6,5,7,5,6,3,5,6,4,6,6,5,4,6,6,5,6,7,2,5,6,Low
4270,Female,10,5,4,6,5,3,5,5,6,6,6,4,3,5,3,6,4,2,4,4,2,5,6,6,6,7,3,5,2,Low
4271,Male,10,4,4,5,5,6,5,5,4,4,6,6,4,5,3,6,4,5,6,2,3,6,5,7,6,4,3,6,5,Low
4272,Male,10,6,4,7,4,6,5,3,2,5,5,2,3,2,6,5,3,5,4,2,3,5,3,4,6,3,6,5,7,Medium
4273,Male,10,5,7,5,6,3,5,3,6,6,7,5,5,6,3,7,6,7,6,3,6,5,5,4,3,5,4,4,1,Low
4274,Female,10,2,7,7,3,5,5,4,5,4,6,3,6,4,4,6,6,4,6,3,5,4,6,4,7,7,4,4,3,Low
4275,Female,10,7,4,5,5,2,3,4,5,4,3,7,3,3,5,7,4,7,5,5,4,5,5,3,5,3,4,5,3,Low
4276,Female,10,6,5,6,6,4,6,4,6,4,7,6,6,2,6,5,4,5,4,3,4,4,5,6,5,7,4,4,5,Low
4277,Male,10,5,5,7,7,5,5,5,5,4,7,7,6,3,5,7,5,6,7,4,4,3,6,5,7,6,5,6,4,Low
4278,Male,10,6,5,5,7,4,5,3,6,5,7,5,6,7,5,6,4,6,5,4,6,7,5,7,7,3,7,7,4,Medium
4279,Male,10,6,4,3,5,2,6,5,5,5,5,6,4,6,5,3,5,4,3,4,6,6,6,6,4,5,3,5,5,Low
4280,Male,10,4,4,5,3,2,6,4,7,2,7,5,3,4,6,4,7,4,5,3,4,4,5,4,6,5,5,6,5,Low
4281,Male,10,7,5,5,5,7,5,4,5,4,5,5,6,4,6,5,6,7,6,5,7,7,6,4,5,5,7,6,7,Medium
4282,Male,10,5,4,4,2,6,3,5,6,6,5,6,4,5,4,5,5,5,4,3,5,6,6,3,5,2,6,7,3,Medium
4283,Male,10,5,3,7,6,3,3,1,7,7,5,5,5,6,4,3,6,6,7,7,6,4,7,3,7,4,6,4,3,High
4284,Male,10,5,5,6,4,1,6,6,5,5,5,5,2,6,4,4,7,6,4,3,6,7,6,5,4,4,4,7,7,Low
4285,Female,10,5,4,7,3,3,4,3,5,4,5,6,2,5,6,4,5,7,4,5,4,3,4,3,6,4,5,2,4,Medium
4286,Male,10,4,4,5,6,5,3,4,4,4,7,5,5,5,5,5,6,6,5,7,5,1,6,4,6,6,5,6,5,High
4287,Female,10,7,7,5,4,3,7,5,4,7,6,7,2,5,5,5,4,6,6,6,4,1,7,5,6,4,3,7,4,Low
